#FORMAT: BEACON
#PREFIX: http://d-nb.info/gnd/
#FEED: https://raw.githubusercontent.com/PatristicTextArchive/pta_metadata/main/LOD/pta_authors_gnd_beacon.txt
#NAME: Patristisches Textarchiv (PTA)
#DESCRIPTION: Alle mit GND-ID versehenen Autoren
#RELATION: http://www.w3.org/2000/01/rdf-schema#seeAlso
#CONTACT: Dr. Annette von Stockhausen <annette.von_stockhausen@bbaw.de>
#INSTITUTION: Berlin-Brandenburgische Akademie der Wissenschaften
#TIMESTAMP: 2024-06-27T09:32:34.241801+00:00
#UPDATE: monthly
|https://pta.bbaw.de/text/urn:cts:pta:pta0029
105549460X|https://pta.bbaw.de/text/urn:cts:pta:pta0023
100942229|https://pta.bbaw.de/text/urn:cts:pta:pta0036
118798162|https://pta.bbaw.de/text/urn:cts:pta:pta0012
118756796|https://pta.bbaw.de/text/urn:cts:pta:pta0004
118531425|https://pta.bbaw.de/text/urn:cts:pta:pta0003
4006406-2|https://pta.bbaw.de/text/urn:cts:pta:pta9999
118796771|https://pta.bbaw.de/text/urn:cts:pta:pta0001
118551418|https://pta.bbaw.de/text/urn:cts:pta:pta0037
118504843|https://pta.bbaw.de/text/urn:cts:pta:pta0022
118523139|https://pta.bbaw.de/text/urn:cts:pta:pta0005
118648888|https://pta.bbaw.de/text/urn:cts:pta:pta0013
118590235|https://pta.bbaw.de/text/urn:cts:pta:pta0007
